2.975497E-20,4.151101E-20,1.401298E-45,1.663326E-21,0.7315304,0.71296,0,0,3.389287E-37,0.1214951,0.3881428,0.3930361,7.413328E-07,0.04182944,0.02130006,0.06307236,0,0,0.1694669,0.08278188,0,0,0.001995956,0.00377072,0.06446426,1.401298E-45,0.01086564,0.01086564,0.001194975,0.002933664,0.01086564,0.01086564,0.6862147,0.7020411,1.401298E-45,3.395472E-07,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,0.1195221,0.1234553,0.2981074,0.2404042,0.2449206,0.2275036,1.401298E-45,1.401298E-45,0.0283821,0.4101652,0.410275,0.01086564,1.401298E-45,0.01086526,5.188469E-14,0.0581275,0.07942715,2.655464E-18,2.743291E-18,0.4256601,0.3975753,Happy
0.204001,0.325384,0.01086564,1.30551E-39,0.1193858,0.0558158,0,0,0.3709615,0.3474182,1.401298E-45,1.401298E-45,4.526228E-07,0.01738642,0.02080624,0.03818754,0,0,0.2345176,0.1472313,0,0,0.3497383,0.3351429,0.1607736,0.01086569,0.01086564,0.04381815,1.583351E-21,8.547868E-16,0.9999995,0.9897705,1.401298E-45,1.401298E-45,1.401298E-45,0.0271128,1.401298E-45,0.01086568,9.971775E-16,5.291695E-16,0.05793072,0.06275307,0.157841,0.1683829,1.237392E-07,1.401298E-45,0.01086525,1.401298E-45,0.1032306,0.1032264,0.09375528,1.401298E-45,1.401298E-45,0.01086564,1.401298E-45,6.245391E-40,8.791897E-13,0.001078241,0.01416009,2.707567E-27,8.280299E-19,1.401298E-45,1.401298E-45,Sad
0.2565304,0.3702585,4.203895E-45,1.821688E-44,0.2697676,0.205151,0,0,0.3841994,0.3472108,5.420268E-23,5.410164E-23,1.341105E-06,0.009433769,0.02132858,0.03075658,0,0,0.1937852,0.1077469,0,0,2.221137E-22,5.557976E-23,0.01086408,0.01086564,0.01086564,3.571819E-27,0.1267439,5.463975E-12,0.5657617,0.5468929,0.001079978,7.676402E-23,1.401298E-45,0.01086365,1.401298E-45,2.797315E-18,1.261169E-44,1.261169E-44,0.01086564,0.01086564,0.03311625,0.03838848,0.04556967,0.02702188,0.0527498,0.01086564,0.000965672,0.0007231435,0.02979403,6.153685E-27,5.024528E-27,0.01086564,1.401298E-45,0.3842126,0.3778448,1.449957E-23,0.0002971865,5.819593E-42,9.843265E-12,0.1459999,0.1254225,Mad
0.1349041,0.3816883,1.401298E-45,1.401298E-45,0.1458408,0.08707125,0,0,0.007586888,0.04880308,0.005166401,0.01754761,0,8.116874E-05,1.219981E-33,8.116874E-05,0,0,0.1764823,0.08971899,0,0,0.001817421,0.02103247,0.3491711,1.079E-43,0.001150205,2.048649E-09,4.491048E-09,0.00346368,0.1682934,0.1454168,9.710503E-20,1.424948E-19,1.401298E-45,5.324934E-44,1.401298E-45,3.076725E-11,1.893932E-11,1.039194E-11,0.0001531809,0.00031871,0.01291221,0.0247181,0.07963122,9.033739E-20,0.07963447,3.648001E-19,2.445273E-32,6.540741E-33,0.0768405,4.60684E-25,1.551967E-25,0.001267812,2.408073E-27,0.00153564,9.839596E-07,0.01808151,0.02450837,0.08630814,0.3478439,0.00240366,0.01086564,Anxious
6.165976E-27,4.226517E-16,1.401298E-45,0.007466712,0.7280086,0.7163128,0,0,4.329783E-30,0.1666204,0.4317803,0.4158369,1.447275E-06,0.06790361,0.02454792,0.09215984,0,0,0.139594,0.05293753,0,0,7.585236E-05,0.002659407,0.05508402,1.401298E-45,0.01086564,0.01086564,2.292333E-05,0.08582326,0.01086564,0.01086564,0.6957546,0.7065871,1.401298E-45,0.0002507033,1.401298E-45,0.001645557,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,0.1244871,0.1392906,0.3179908,0.2891296,0.2649997,0.2648765,1.401298E-45,1.401298E-45,0.0271934,0.4078218,0.4068907,0.01086564,1.534726E-34,0.01086564,1.401298E-45,0.05771436,0.0562959,1.401298E-45,8.407791E-45,0.3873014,0.3529523,Happy
0.3986962,0.2113527,0.002380944,1.401298E-45,0.1137772,0.05674819,0,0,0.2310008,0.2019085,8.505882E-43,4.147843E-43,0,1.98592E-05,9.144641E-26,1.98592E-05,0,0,0.2119982,0.1259807,0,0,0.4116062,0.4274565,0.02623468,0.01086564,0.01086564,0.01086564,0.02676957,5.619207E-43,0.9350578,0.89886,1.401298E-45,1.401298E-45,1.401298E-45,0.01161397,1.401298E-45,0.01576503,1.401298E-45,1.401298E-45,0.003323396,0.01086564,0.1551143,0.1660424,3.056232E-42,7.847271E-44,0.01086564,7.006492E-44,0.05707326,0.054211,0.01792703,1.401298E-45,1.401298E-45,3.17254E-42,1.509399E-25,1.401298E-45,1.401298E-45,0.005751363,0.03688112,7.736543E-12,0.004812532,1.401298E-45,0.0002228934,Sad
5.555344E-09,5.578405E-05,0.001279598,5.959619E-06,0.06435296,0.06098061,0,0,8.407581E-28,0.0122226,2.256303E-33,7.585065E-22,0.0757294,0.1507024,0.404444,0.4197659,0.007663992,0.1000034,0,0,0,0,4.792678E-05,9.931791E-05,0.09409109,2.039986E-10,6.300772E-06,0.0004916399,4.001957E-07,2.510428E-07,0.01086607,0.01082721,5.985575E-22,1.591707E-40,1.401298E-45,0.004378638,1.605802E-28,0.001698451,1.401298E-45,1.401298E-45,0.004968329,8.085822E-05,2.694807E-15,3.581097E-14,0.0003385948,1.401298E-45,0.0007836791,1.401298E-45,7.229753E-13,1.714854E-29,0.02227647,2.510692E-10,3.358636E-10,1.401298E-45,1.401298E-45,5.488164E-22,1.809703E-19,1.791031E-09,1.2703E-08,3.689201E-11,7.497465E-14,1.277189E-05,0.007076251,Mad
0.02506073,0.1238892,8.923055E-30,1.401298E-45,0.05783638,0.04675335,0,0,1.401298E-45,0.08928204,0.001506418,0.001240997,2.141095E-09,0,2.141095E-09,2.282943E-22,0,0,0.2244697,0.138842,0,0,0.2642325,0.3070205,0.5701305,1.401298E-45,0.00127194,0.01338079,0.02915872,0.07469057,0.02697799,0.01087554,4.245998E-10,4.529338E-10,1.401298E-45,1.20853E-30,1.401298E-45,6.129386E-23,1.401298E-45,1.401298E-45,0.009621911,4.135626E-30,9.12691E-06,0.01087425,0.07643164,1.401298E-45,0.06959776,1.401298E-45,6.323031E-29,3.843163E-29,0.03391077,1.401298E-45,6.939672E-15,1.401298E-45,1.401298E-45,8.657537E-23,1.401298E-45,0.2624444,0.190368,0.6887154,0.7505844,0.01086564,0.01086564,Anxious
0.0709144,0.02059189,2.855822E-33,7.580687E-31,0.6786293,0.6561901,0,0,0.04816381,0.05590775,0.2929184,0.3188513,0,0.0183656,6.730892E-05,0.01843239,0,0,0.1619612,0.07551771,0,0,0.1991971,0.1073943,0.0108194,1.401298E-45,0.01086564,1.028033E-30,0.1053082,1.687392E-05,0.01086564,0.007343585,0.6857467,0.7290863,1.401298E-45,1.401298E-45,1.401298E-45,1.236063E-22,1.401298E-45,9.56354E-17,1.526587E-11,1.401298E-45,0.05432837,0.05937785,0.3491347,0.1395151,0.2853449,0.1406424,1.401298E-45,1.401298E-45,0.06164801,1.877493E-33,2.537984E-33,0.01086572,0.0003473744,0.01086564,1.401298E-45,0.1180932,0.05325824,1.506754E-20,1.763763E-25,0.3597335,0.3250379,Happy
0.5609007,0.4362202,3.830711E-28,5.351084E-32,0.1232945,0.06236327,7.342173E-40,0,0.1783003,0.1399186,1.401298E-45,1.401298E-45,1.125038E-06,0.001843872,0.02132514,0.02316745,0,0,0.1261706,0.03976303,0,0,0.4475088,0.3536596,0.02629824,0.01086564,0.01086564,0.000506001,0.008739471,0.005935391,0.7558207,0.7363805,1.401298E-45,1.401298E-45,1.401298E-45,0.01086564,1.401298E-45,0.01086564,1.401298E-45,1.401298E-45,0.002630805,0.01086564,0.1032217,0.1207202,6.132651E-27,1.463197E-23,0.01086564,1.569955E-23,0.05494862,0.04139289,0.02334934,1.401298E-45,9.760398E-27,6.370191E-40,9.246514E-13,1.261169E-44,1.401298E-45,0.05003088,0.00813964,1.34377E-30,2.909908E-40,1.897519E-23,0.009187116,Sad
