BrowLowererL,BrowLowererR,CheekPuffL,CheekPuffR,CheekRaiserL,CheekRaiserR,CheekSuckL,CheekSuckR,ChinRaiserB,ChinRaiserT,DimplerL,DimplerR,EyesClosedL,EyesClosedR,EyesLookDownL,EyesLookDownR,EyesLookLeftL,EyesLookLeftR,EyesLookRightL,EyesLookRightR,EyesLookUpL,EyesLookUpR,InnerBrowRaiserL,InnerBrowRaiserR,JawDrop,JawSidewaysLeft,JawSidewaysRight,JawThrust,LidTightenerL,LidTightenerR,LipCornerDepressorL,LipCornerDepressorR,LipCornerPullerL,LipCornerPullerR,LipFunnelerLB,LipFunnelerLT,LipFunnelerRB,LipFunnelerRT,LipPressorL,LipPressorR,LipPuckerL,LipPuckerR,LipStretcherL,LipStretcherR,LipSuckLB,LipSuckLT,LipSuckRB,LipSuckRT,LipTightenerL,LipTightenerR,LipsToward,LowerLipDepressorL,LowerLipDepressorR,MouthLeft,MouthRight,NoseWrinklerL,NoseWrinklerR,OuterBrowRaiserL,OuterBrowRaiserR,UpperLidRaiserL,UpperLidRaiserR,UpperLipRaiserL,UpperLipRaiserR
0.643662964,0.85496771,0.861803727,0.545204778,0.785991396,0.648034109,0.109767115,0.750559619,0.068302507,0.325868679,0.312660293,0.173613394,0.708450864,0.405211366,0.925486788,0.223926587,0.52512508,0.488592198,0.002023194,0.823351575,0.92126688,0.85956291,0.562953176,0.906186386,0.686545983,0.264357214,0.698665526,0.151258541,0.337829345,0.059936248,0.11639234,0.052505772,0.782723475,0.376780425,0.162421167,0.836597774,0.931295689,0.978694272,0.830573084,0.931036675,0.464214777,0.59978486,0.319344244,0.192547593,0.500437666,0.615870056,0.828121682,0.078881589,0.280309419,0.347420613,0.349647692,0.957037941,0.228673677,0.519694708,0.67693233,0.302150041,0.027495316,0.647617207,0.735243832,0.089752038,0.513486126,0.648865975,0.459451138
