BrowLowererL,BrowLowererR,CheekPuffL,CheekPuffR,CheekRaiserL,CheekRaiserR,CheekSuckL,CheekSuckR,ChinRaiserB,ChinRaiserT,DimplerL,DimplerR,EyesClosedL,EyesClosedR,EyesLookDownL,EyesLookDownR,EyesLookLeftL,EyesLookLeftR,EyesLookRightL,EyesLookRightR,EyesLookUpL,EyesLookUpR,InnerBrowRaiserL,InnerBrowRaiserR,JawDrop,JawSidewaysLeft,JawSidewaysRight,JawThrust,LidTightenerL,LidTightenerR,LipCornerDepressorL,LipCornerDepressorR,LipCornerPullerL,LipCornerPullerR,LipFunnelerLB,LipFunnelerLT,LipFunnelerRB,LipFunnelerRT,LipPressorL,LipPressorR,LipPuckerL,LipPuckerR,LipStretcherL,LipStretcherR,LipSuckLB,LipSuckLT,LipSuckRB,LipSuckRT,LipTightenerL,LipTightenerR,LipsToward,LowerLipDepressorL,LowerLipDepressorR,MouthLeft,MouthRight,NoseWrinklerL,NoseWrinklerR,OuterBrowRaiserL,OuterBrowRaiserR,UpperLidRaiserL,UpperLidRaiserR,UpperLipRaiserL,UpperLipRaiserR
0.4651577,0.4423357,0.01086564,0.01086573,0.04376259,0.02712593,0,0,0.4997383,0.4397654,1.401298E-45,1.401298E-45,1.813146E-34,0,1.813654E-34,5.077546E-38,0,0.073811,0.01304228,0,0,0,0.4741932,0.4668392,4.129574E-35,0.02716411,0.01088982,0.0638832,0.3275342,0.1972816,0.8882675,0.8832108,1.401298E-45,1.401298E-45,0,0.08996956,0,0.1016895,0,1.401298E-45,0.03670646,0.03803003,0.167178,0.1830219,2.193228E-32,0.0009321824,0.01086564,1.401298E-45,0.05462743,0.04819773,0.004522271,1.401298E-45,1.401298E-45,8.157627E-33,0,1.401298E-45,0,0.04445015,0.05168534,3.247854E-38,0.005519683,1.401298E-45,1.401298E-45

