BrowLowererL,BrowLowererR,CheekPuffL,CheekPuffR,CheekRaiserL,CheekRaiserR,CheekSuckL,CheekSuckR,ChinRaiserB,ChinRaiserT,DimplerL,DimplerR,EyesClosedL,EyesClosedR,EyesLookDownL,EyesLookDownR,EyesLookLeftL,EyesLookLeftR,EyesLookRightL,EyesLookRightR,EyesLookUpL,EyesLookUpR,InnerBrowRaiserL,InnerBrowRaiserR,JawDrop,JawSidewaysLeft,JawSidewaysRight,JawThrust,LidTightenerL,LidTightenerR,LipCornerDepressorL,LipCornerDepressorR,LipCornerPullerL,LipCornerPullerR,LipFunnelerLB,LipFunnelerLT,LipFunnelerRB,LipFunnelerRT,LipPressorL,LipPressorR,LipPuckerL,LipPuckerR,LipStretcherL,LipStretcherR,LipSuckLB,LipSuckLT,LipSuckRB,LipSuckRT,LipTightenerL,LipTightenerR,LipsToward,LowerLipDepressorL,LowerLipDepressorR,MouthLeft,MouthRight,NoseWrinklerL,NoseWrinklerR,OuterBrowRaiserL,OuterBrowRaiserR,UpperLidRaiserL,UpperLidRaiserR,UpperLipRaiserL,UpperLipRaiserR
0.2030314,0.2598715,1.401298E-45,1.401298E-45,0.06829651,0.03101924,1.401298E-45,1.401298E-45,0.008389895,0.0245839,2.172771E-23,2.913514E-23,7.157322E-13,1.978777E-11,0,0,0,0,0.1899963,0.1039458,0.1521693,0.1530585,0.2365911,0.04133606,0.2222889,6.436256E-15,9.772891E-15,0.0333503,5.111716E-07,1.796342E-07,0.2499876,0.2234133,1.789209E-22,6.136556E-23,1.401298E-45,6.328066E-07,1.401298E-45,4.233517E-07,1.401298E-45,1.401298E-45,3.774041E-08,1.338569E-07,0.01086564,0.01222798,0.008727562,2.872383E-18,0.01078717,5.350426E-18,1.462397E-07,7.5981E-16,0.03676631,0.007374209,0.007707429,7.839318E-15,2.650215E-14,0.06980479,0.05150467,0.1251753,0.1284434,0.6763639,0.7262567,1.489962E-22,0.008816826

